search URL:,https://patents.google.com/?q=autonomous+vehicle&country=US&after=priority:20120101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US9373045B1,Bus detection for an autonomous vehicle ,Google Inc.,"David Ian Franklin Ferguson, Wan-Yen Lo",2014-03-13,2016-01-21,2016-06-21,2016-06-21,https://patents.google.com/patent/US9373045B1/en
US20150241241A1,Identifying cost-effective parking for an autonomous vehicle ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-27,2014-02-27,2015-08-27,,https://patents.google.com/patent/US20150241241A1/en
US9494938B1,Unique signaling for autonomous vehicles to preserve user privacy ,Google Inc.,"Brian Kemler, Dan FREDINBURG",2014-04-03,2014-04-03,2016-11-15,2016-11-15,https://patents.google.com/patent/US9494938B1/en
US20150019094A1,Traction control system for 4wd/awd vehicles equipped with onboard camera ,"Magna Powertrain Of America, Inc.","Bradley R. Larkin, Johannes Quehenberger",2013-07-15,2014-07-15,2015-01-15,,https://patents.google.com/patent/US20150019094A1/en
US20160334230A1,Providing remote assistance to an autonomous vehicle ,"Uber Technologies, Inc.","William Ross, John Bares, David LaRose, Matthew Sweeney",2015-05-13,2015-05-13,2016-11-17,,https://patents.google.com/patent/US20160334230A1/en
US20150192488A1,Method and System for Subsea Leak Detection Using Autonomous Underwater Vehicle (AUV) ,"Bin Xu, Vasudev Rayachoti","Bin Xu, Vasudev Rayachoti",2012-08-10,2013-06-24,2015-07-09,,https://patents.google.com/patent/US20150192488A1/en
US20160232795A1,Method for autonomous controlling of a remote controlled aerial vehicle and corresponding system ,Airbus Defence and Space GmbH,"Christian Thiele, Winfried Lohmiller, Lars Schoepfer, Hugo HEUSINGER, Werner Kleih",2013-09-26,2014-09-23,2016-08-11,,https://patents.google.com/patent/US20160232795A1/en
US9507346B1,Teleoperation system and method for trajectory modification of autonomous vehicles ,"Zoox, Inc.","Jesse Sol Levinson, Timothy David Kentley, Gabriel Thurston Sibley, Rachad Youssef Gamara, Ashutosh Gajanan Rege, Gary Linscott",2015-11-04,2015-11-04,2016-11-29,2016-11-29,https://patents.google.com/patent/US9507346B1/en
US20160103449A1,Operating method for a vehicle in manual mode and in autonomous mode ,Renault S.A.S.,"Francois Desnoyer, Sabine LANGLOIS, Frederic HORPS",2013-05-27,2014-05-15,2016-04-14,,https://patents.google.com/patent/US20160103449A1/en
US20150251656A1,Time To Avoid Collision For Active Steering Safety Systems ,"Denso International America, Inc., Denso Corporation","John Yester, Hans RIPARIP, Bo Sun, Hiroshi Hattori, Katsuhiko AKAMATSU",2014-03-05,2014-11-04,2015-09-10,,https://patents.google.com/patent/US20150251656A1/en
US9400500B2,Autonomous vehicle refueling locator ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Michael J. Delp,2014-11-14,2014-11-14,2016-07-26,2016-07-26,https://patents.google.com/patent/US9400500B2/en
US9551992B1,Fall back trajectory systems for autonomous vehicles ,Google Inc.,"Andrew Barton-Sweeney, Daniel Trawick Egnor, Nathaniel Fairfield",2016-01-08,2016-01-08,2017-01-24,2017-01-24,https://patents.google.com/patent/US9551992B1/en
US20150137564A1,Autonomous vehicle with reconfigurable seats ,"Ford Global Technologies, Llc","Mark A. Cuddihy, Manoharprasad K. Rao",2013-11-20,2013-11-20,2015-05-21,,https://patents.google.com/patent/US20150137564A1/en
US20150321641A1,Delegating control of a vehicle ,International Business Machines Corporation,"Alaa Abou Mahmoud, Sangeeta Gautam, David W. Joutras, Vinod A. Valecha",2014-05-08,2014-05-08,2015-11-12,,https://patents.google.com/patent/US20150321641A1/en
US20140277788A1,"System, method, and data packets for messaging for electric power grid elements over a secure internet protocol network ","Causam Energy, Inc.","Joseph W. Forbes, Jr.",2012-07-31,2014-05-29,2014-09-18,,https://patents.google.com/patent/US20140277788A1/en
US20160370194A1,Determining Pickup and Destination Locations for Autonomous Vehicles ,Google Inc.,"Peter Colijn, Joshua Seth Herbach, Matthew Paul McNaughton",2015-06-22,2015-06-22,2016-12-22,,https://patents.google.com/patent/US20160370194A1/en
USD764386S1,Autonomous vehicle console ,Google Inc.,"YooJung Ahn, Philipp Haban",2014-05-27,2014-05-27,2016-08-23,2016-08-23,https://patents.google.com/patent/USD764386S1/en
US9488979B1,System and method for human operator intervention in autonomous vehicle operations ,Zipline International Inc.,"Andrew Chambers, Keenan Wyrobek, Keller Rinaudo, Ryan Oksenhorn, William Hetzler",2015-04-14,2015-04-14,2016-11-08,2016-11-08,https://patents.google.com/patent/US9488979B1/en
US20150379468A1,Methods for delivery to multiple locations using autonomous vehicles ,Thomas Danaher Harvey,Thomas Danaher Harvey,2015-09-12,2015-09-12,2015-12-31,,https://patents.google.com/patent/US20150379468A1/en
US20160116913A1,Autonomous vehicle environment detection system ,James E. Niles,James E. Niles,2014-10-23,2014-10-23,2016-04-28,,https://patents.google.com/patent/US20160116913A1/en
US20170031364A1,Navigation device for autonomously driving vehicle ,Toyota Jidosha Kabushiki Kaisha,"Norihiro Takahashi, Koji Taguchi",2015-07-28,2016-07-11,2017-02-02,,https://patents.google.com/patent/US20170031364A1/en
US20150348335A1,Performing Services on Autonomous Vehicles ,Madhusoodhan Ramanujam,Madhusoodhan Ramanujam,2015-08-12,2015-08-12,2015-12-03,,https://patents.google.com/patent/US20150348335A1/en
US9522699B2,Trailer backup assist system with adaptive steering angle limits ,"Ford Global Technologies, Llc","Joseph M. Raad, Donald Jacob Mattern",2015-02-05,2015-02-05,2016-12-20,2016-12-20,https://patents.google.com/patent/US9522699B2/en
US20150210272A1,Control arrangement for autonomously driven vehicle ,Volvo Car Corporation,Claes Edgren,2014-01-30,2015-01-20,2015-07-30,,https://patents.google.com/patent/US20150210272A1/en
US20150081188A1,Driver assistance system for a motor vehicle ,Robert Bosch Gmbh,Robert Kornhaas,2013-09-19,2014-09-18,2015-03-19,,https://patents.google.com/patent/US20150081188A1/en
US20150100190A1,Monitoring autonomous vehicle braking ,"Ford Global Technologies, Llc",Wilford Trent Yopp,2013-10-09,2013-10-09,2015-04-09,,https://patents.google.com/patent/US20150100190A1/en
US20150235480A1,Administering A Recall By An Autonomous Vehicle ,Lenovo Enterprise Solutions (Singapore) Pte. Ltd.,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-19,2014-02-19,2015-08-20,,https://patents.google.com/patent/US20150235480A1/en
US20160259038A1,Methods and Apparatus for Increased Precision and Improved Range in a Multiple Detector LiDAR Array ,Facet Technology Corp.,"James E. Retterath, Robert A. Laumeyer",2015-03-05,2015-03-05,2016-09-08,,https://patents.google.com/patent/US20160259038A1/en
US20160358475A1,Situation-based transfer of vehicle sensor data during remote operation of autonomous vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2015-06-04,2015-06-04,2016-12-08,,https://patents.google.com/patent/US20160358475A1/en
US9043072B1,Methods and systems for correcting an estimated heading using a map ,Google Inc.,"John Tisdale, Russell Smith, Nathaniel Fairfield",2013-04-04,2013-04-04,2015-05-26,2015-05-26,https://patents.google.com/patent/US9043072B1/en
US9315178B1,Model checking for autonomous vehicles ,Google Inc.,"David I. Ferguson, Dmitri A. Dolgov, Christopher Urmson",2012-04-13,2012-04-13,2016-04-19,2016-04-19,https://patents.google.com/patent/US9315178B1/en
US20140207336A1,Methods and systems for controlling steering systems of vehicles ,GM Global Technology Operations LLC,"Kenneth L. Oblizajek, Stephen R. Pastor, David M. Caldwell, John D. Sopoci",2013-01-22,2013-01-22,2014-07-24,,https://patents.google.com/patent/US20140207336A1/en
US20140149011A1,"System, Controller and Method for Preventing Vehicle Rollaway ",Bendix Commercial Vehicle Systems Llc,"Charles E. Eberling, Ronald S. Plantan",2012-11-27,2012-11-27,2014-05-29,,https://patents.google.com/patent/US20140149011A1/en
US20160259330A1,"Point-and-Click Control of Unmanned, Autonomous Vehicle Using Omni-Directional Visors ","Alberto Daniel Lacaze, Karl Nicholas Murphy","Alberto Daniel Lacaze, Karl Nicholas Murphy",2015-03-06,2016-01-06,2016-09-08,,https://patents.google.com/patent/US20160259330A1/en
US20150336607A1,Vehicle control device ,Toyota Jidosha Kabushiki Kaisha,Go Inoue,2013-01-23,2013-01-23,2015-11-26,,https://patents.google.com/patent/US20150336607A1/en
US20160090100A1,Driving control apparatus for vehicle ,Fuji Jukogyo Kabushiki Kaisha,"Hajime Oyama, Masato Mizoguchi, Yasushi TAKASO, Koji Matsuno, Shiro Ezoe, Satoru Akiyama, Eiichi Shiraishi, Takayuki Nagase, Harunobu Horiguchi",2014-09-29,2015-09-16,2016-03-31,,https://patents.google.com/patent/US20160090100A1/en
US9261590B1,Adaptive algorithms for interrogating the viewable scene of an automotive radar ,Google Inc.,Adam Brown,2013-02-27,2013-02-27,2016-02-16,2016-02-16,https://patents.google.com/patent/US9261590B1/en
US20140350812A1,"Systems, Vehicles And Methods For Controlling An Application Of A Plurality Of Trailer Brakes ","Toyota Motor Engineering & Manufacturing North America, Inc.",Stephen L. Robertson,2013-05-24,2013-05-24,2014-11-27,,https://patents.google.com/patent/US20140350812A1/en
US20160221500A1,Autonomous vehicle operation in view-obstructed environments ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Katsuhiro Sakai, Danil V. Prokhorov, Bunyo Okumura, Naoki Nagasaka, Masahiro Harada, Nobuhide Kamata",2015-01-29,2015-01-29,2016-08-04,,https://patents.google.com/patent/US20160221500A1/en
US20160176398A1,Risk mitigation for autonomous vehicles relative to turning objects ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Danil V. Prokhorov, Vladimeros Vladimerou",2014-12-23,2014-12-23,2016-06-23,,https://patents.google.com/patent/US20160176398A1/en
US9244462B2,Vehicle trajectory planning for autonomous vehicles ,"Nissan North America, Inc.",Liam Pedersen,2014-05-30,2014-05-30,2016-01-26,2016-01-26,https://patents.google.com/patent/US9244462B2/en
USD770349S1,Autonomous vehicle overall interior ,Google Inc.,"YooJung Ahn, Philipp Haban, Jared S. Gross, Albert Shane, Jonas De Moe, Benjamin W. Julian",2014-05-27,2014-05-27,2016-11-01,2016-11-01,https://patents.google.com/patent/USD770349S1/en
US9349284B2,Regional driving trend modification using autonomous vehicles ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adam Roberts, Adrian X. Rodriguez",2014-04-24,2014-04-24,2016-05-24,2016-05-24,https://patents.google.com/patent/US9349284B2/en
US8994581B1,Direction of arrival (DOA) estimation using multiple offset receive channels ,Adam Brown,Adam Brown,2012-09-25,2012-09-25,2015-03-31,2015-03-31,https://patents.google.com/patent/US8994581B1/en
US20150347840A1,"Autonomous vehicle, and object recognizing method in autonomous vehicle ","Murata Machinery, Ltd.",Masaomi IIDA,2014-05-27,2015-03-03,2015-12-03,,https://patents.google.com/patent/US20150347840A1/en
US20160273922A1,Method for operating an autonomous vehicle on a courier route ,"Ford Global Technologies, Llc",Frederic Stefan,2015-03-19,2016-03-16,2016-09-22,,https://patents.google.com/patent/US20160273922A1/en
US20160362045A1,Method and Control Unit for Communication Between an Autonomous Vehicle and a Road User ,Bayerische Motoren Werke Aktiengesellschaft,"Emar Vegt, Lenja SOROKIN",2015-06-12,2016-06-09,2016-12-15,,https://patents.google.com/patent/US20160362045A1/en
US20170212511A1,Device and method for self-automated parking lot for autonomous vehicles based on vehicular networking ,"Universidade Do Porto, Instituto De Telecomunicações, Geolink, Lda, Carnegie Mellon University","Michel Celestino PAIVA FERREIRA, Luís Manuel MARTINS DAMAS, Hugo Marcelo FERNANDES DA CONCEIÇÃO, Pedro MIRANDA DE ANDRADE DE ALBUQUERQUE D'OREY, Peter Steenkiste, Pedro Emanuel RODRIGUES GOMES, Ricardo Jorge Fernandes",2014-01-30,2015-01-30,2017-07-27,,https://patents.google.com/patent/US20170212511A1/en
US9274526B2,Autonomous vehicle and method of estimating self position of autonomous vehicle ,"Panasonic Intellectual Property Management Co., Ltd.","Ryosuke Murai, Tatsuo Sakai",2013-04-02,2014-03-28,2016-03-01,2016-03-01,https://patents.google.com/patent/US9274526B2/en
US20150094898A1,Vehicle autonomous mode deactivation ,"Ford Global Technologies, Llc","Levasseur Tellis, Timothy D. Zwicky",2013-10-01,2013-10-01,2015-04-02,,https://patents.google.com/patent/US20150094898A1/en
US20140089343A1,Methods and Systems for Monitoring and Controlling Social Network Communications Over a Network at a Secure Location ,"Snap Trends, Inc.","Brandon C. Burris, Eric Klasson",2012-09-25,2013-03-14,2014-03-27,,https://patents.google.com/patent/US20140089343A1/en
US9454154B1,Incident light sensor on autonomous vehicle ,"Amazon Technologies, Inc.",Stephen Thomas Safarik,2016-03-07,2016-03-07,2016-09-27,2016-09-27,https://patents.google.com/patent/US9454154B1/en
US20150168953A1,Autonomous self-leveling vehicle ,Itrack Llc,Edzko Smid,2013-12-13,2014-12-15,2015-06-18,,https://patents.google.com/patent/US20150168953A1/en
US20150345967A1,Probabilistic autonomous vehicle routing and navigation ,"Nissan North America, Inc.",Nicolas Meuleau,2014-06-03,2014-06-03,2015-12-03,,https://patents.google.com/patent/US20150345967A1/en
US20150345971A1,Synchronously updated vehicle transportation network information for autonomous vehicle routing and navigation ,"Nissan North America, Inc.","Nicolas Meuleau, Vikram Krishnamurthy",2014-06-03,2014-06-03,2015-12-03,,https://patents.google.com/patent/US20150345971A1/en
US20160129908A1,"Control arrangement arranged to control an autonomous vehicle, autonomous drive arrangement, vehicle and method ",Volvo Car Corporation,Peter Harda,2014-11-10,2015-11-03,2016-05-12,,https://patents.google.com/patent/US20160129908A1/en
US9043088B2,Vehicle behavior control apparatus ,Denso Corporation,"Kazuyoshi Isaji, Naohiko Tsuru, Shou Morikawa",2012-04-26,2013-04-25,2015-05-26,2015-05-26,https://patents.google.com/patent/US9043088B2/en
US20160068156A1,Modifying autonomous vehicle driving by recognizing vehicle characteristics ,Volkswagen Ag,Hiroshi Horii,2014-09-10,2014-09-10,2016-03-10,,https://patents.google.com/patent/US20160068156A1/en
USD755531S1,Autonomous vehicle seat ,Google Inc.,"YooJung Ahn, Albert Shane",2014-05-27,2014-05-27,2016-05-10,2016-05-10,https://patents.google.com/patent/USD755531S1/en
US20130267377A1,Hybrid utility vehicle with selectable drivetrain ,American SportWorks LLC,"Philip Joseph Jenkins, JR.",2012-03-16,2013-03-13,2013-10-10,,https://patents.google.com/patent/US20130267377A1/en
US20150088374A1,Autonomous vehicle window clearing ,"Ford Global Technologies, Llc","Wilford Trent Yopp, Mark Allan Lippman",2013-09-25,2013-09-25,2015-03-26,,https://patents.google.com/patent/US20150088374A1/en
US20160121918A1,Method and system for stowing steering column in an autonomous vehicle ,"Ford Global Technologies, Llc",Erik William Soderlind,2013-03-15,2016-01-08,2016-05-05,,https://patents.google.com/patent/US20160121918A1/en
US20140160885A1,Method and system of performing geophysical surveys with autonomous underwater vehicles ,Pgs Geophysical As,Stig Rune Lennart Tenghamn,2012-12-06,2012-12-06,2014-06-12,,https://patents.google.com/patent/US20140160885A1/en
US20150266488A1,"Vehicle, vehicle system and method for increasing safety and/or comfort during autonomous driving ",Volvo Car Corporation,"Stefan Solyom, Erik Coelingh, Mattias Erik Brannstrom",2014-03-18,2015-03-11,2015-09-24,,https://patents.google.com/patent/US20150266488A1/en
US9511767B1,Autonomous vehicle action planning using behavior prediction ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Bunyo Okumura, Michael R. James, Katsuhiro Sakai, Tomoki Nishi",2015-07-01,2015-07-01,2016-12-06,2016-12-06,https://patents.google.com/patent/US9511767B1/en
US20160179093A1,Autonomous vehicle operation at blind intersections ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2014-12-17,2014-12-17,2016-06-23,,https://patents.google.com/patent/US20160179093A1/en
US20170124781A1,Calibration for autonomous vehicle operation ,"Zoox, Inc.","Bertrand Robert Douillard, Jesse Sol Levinson, Gabriel Thurston Sibley",2015-11-04,2015-11-04,2017-05-04,,https://patents.google.com/patent/US20170124781A1/en
US20170132934A1,Software application to request and control an autonomous vehicle service ,"Zoox, Inc.","Timothy David Kentley, Rachad Youssef Gamara, Gary Linscott",2015-11-04,2015-11-05,2017-05-11,,https://patents.google.com/patent/US20170132934A1/en
US20170043768A1,Autonomous vehicle operation relative to unexpected dynamic objects ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2015-08-14,2015-08-14,2017-02-16,,https://patents.google.com/patent/US20170043768A1/en
US20170199523A1,Fall back trajectory systems for autonomous vehicles ,Waymo Llc,"Andrew Barton-Sweeney, Daniel Trawick Egnor, Nathaniel Fairfield",2016-01-08,2016-12-07,2017-07-13,,https://patents.google.com/patent/US20170199523A1/en
US9796421B1,Autonomous vehicle lateral control for path tracking and stability ,GM Global Technology Operations LLC,Pinaki Gupta,2016-04-07,2016-04-07,2017-10-24,2017-10-24,https://patents.google.com/patent/US9796421B1/en
US9684306B2,Transitioning from autonomous vehicle control to operator vehicle control ,Qualcomm Incorporated,Stephen Alton Sprigg,2015-01-09,2016-01-06,2017-06-20,2017-06-20,https://patents.google.com/patent/US9684306B2/en
US20160221573A1,Autonomous vehicle operation in obstructed occupant view and sensor detection environments ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2015-01-29,2015-01-29,2016-08-04,,https://patents.google.com/patent/US20160221573A1/en
US9499202B2,Steering system and method for autonomous vehicles ,"Delphi Technologies, Inc.","Matthew J. Lewis, Michael H. Laur",2015-04-15,2015-04-15,2016-11-22,2016-11-22,https://patents.google.com/patent/US9499202B2/en
US20150336587A1,Driving assist device ,"Toyota Jidosha Kabushiki Kaisha, The University Of Tokyo, National University Corporation Tokyo University Of Agriculture And Technology","Hideo Inoue, Shintaro Inoue, Masahiro Mio, Shingo SAKAIDA, Tsukasa Shimizu, Masayuki Okuwa, Minoru Kamata, Takuma Ito, Pongsathorn Raksincharoensak, Masao Nagai",2014-05-20,2015-05-18,2015-11-26,,https://patents.google.com/patent/US20150336587A1/en
US20160068158A1,Automatic park and reminder system and method of use ,"Ford Global Technologies, Llc","Shane Elwart, Sudipto Aich",2014-09-10,2014-09-10,2016-03-10,,https://patents.google.com/patent/US20160068158A1/en
US20170120753A1,"Independent steering, power torque control and transfer in autonomous vehicles ","Zoox, Inc.",Timothy David Kentley,2015-11-04,2015-11-05,2017-05-04,,https://patents.google.com/patent/US20170120753A1/en
US20170057496A1,Autonomous vehicle operation within a center turn lane ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Heishiro Toyoda,2015-08-25,2015-08-25,2017-03-02,,https://patents.google.com/patent/US20170057496A1/en
US20160362084A1,Autonomous vehicle theft prevention ,"Ford Global Technologies, Llc","Douglas Raymond Martin, Mark Anthony ROCKWELL",2015-06-15,2015-06-15,2016-12-15,,https://patents.google.com/patent/US20160362084A1/en
US20150298738A1,Method for determining a maximum speed limit for a reversing vehicle combination ,Volvo Truck Corporation,"Carl-Johan HOEL, Kristoffer Tagesson",2012-12-10,2012-12-10,2015-10-22,,https://patents.google.com/patent/US20150298738A1/en
US20160328976A1,Autonomous Vehicle and Control Method Thereof ,Hyundai Motor Company,"Won Jin JO, Hyoung Geun Kwon, Tae Won Lim, Changjae Lee, Seokyoul YANG",2015-05-06,2015-10-26,2016-11-10,,https://patents.google.com/patent/US20160328976A1/en
US20170036678A1,Autonomous vehicle control system ,"Nissan North America, Inc.",Yoshiro Takamatsu,2014-04-11,2014-04-11,2017-02-09,,https://patents.google.com/patent/US20170036678A1/en
US20150274169A1,System and method for energy optimization in autonomous vehicle operation ,"Ford Global Technologies, Llc","Christopher Attard, Dale Scott Crombez, Jerome Charles Ivan, John P. Joyce, James Robert McBride, Wayne Williams, Paul Joseph Szuszman, Peter Worrel, Hai Yu, John Shutko, Jeff Allen Greenberg, Rajit Johri, Devinder Singh Kochhar, Hongtei Eric Tseng, Douglas Scott Rhode",2014-03-26,2014-03-26,2015-10-01,,https://patents.google.com/patent/US20150274169A1/en
US20170193627A1,Autonomous vehicle services ,Google Inc.,"Christopher Paul Urmson, Peter Colijn, Dmitri A. Dolgov, Nathaniel Fairfield, Salil Pandit, Nirmal Patel, Ryan Powell, Min Li CHAN",2015-12-30,2016-11-22,2017-07-06,,https://patents.google.com/patent/US20170193627A1/en
US20150094897A1,Autonomous vehicle entertainment system ,"Ford Global Technologies, Llc","Mark A. Cuddihy, Manoharprasad K. Rao, Jialiang Le",2013-09-30,2013-09-30,2015-04-02,,https://patents.google.com/patent/US20150094897A1/en
US20170110022A1,Assessing driver readiness for transition between operational modes of an autonomous vehicle ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Emery Charles Gulash,2015-10-14,2015-10-14,2017-04-20,,https://patents.google.com/patent/US20170110022A1/en
US9043071B1,Steering-based scrub braking ,Google Inc.,Peter Lombrozo,2013-08-22,2013-08-22,2015-05-26,2015-05-26,https://patents.google.com/patent/US9043071B1/en
US9707960B2,Traffic signal response for autonomous vehicles ,Waymo Llc,"Jens-Steffen Ralf Gutmann, Andreas WENDEL, Nathaniel Fairfield, Dmitri A. Dolgov, Donald Jason Burnette",2014-07-31,2014-07-31,2017-07-18,2017-07-18,https://patents.google.com/patent/US9707960B2/en
US9672734B1,Traffic aware lane determination for human driver and autonomous vehicle driving system ,Sivalogeswaran Ratnasingam,Sivalogeswaran Ratnasingam,2016-04-08,2016-04-08,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672734B1/en
US20170166222A1,Assessment of human driving performance using autonomous vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Michael R. James,2015-12-09,2015-12-09,2017-06-15,,https://patents.google.com/patent/US20170166222A1/en
US9355562B1,Using other vehicle trajectories to aid autonomous vehicles driving through partially known areas ,Google Inc.,David I. Ferguson,2012-08-14,2012-08-14,2016-05-31,2016-05-31,https://patents.google.com/patent/US9355562B1/en
US20150064138A1,Tuning microbial populations with programmable nucleases ,Massachusetts Institute Of Technology,"Timothy Kuan-Ta Lu, Robert James Citorik, Mark Kyle Mimee",2013-09-05,2014-09-03,2015-03-05,,https://patents.google.com/patent/US20150064138A1/en
US20160082935A1,System and method for vehicle autonomous emergency braking ,"Hyundai Mobis Co., Ltd.","Jae Yoon Kim, Seung Wuk MOON, Il Ki MOON",2014-09-18,2015-08-26,2016-03-24,,https://patents.google.com/patent/US20160082935A1/en
US20160161602A1,Sensor calibration for autonomous vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2014-12-09,2014-12-09,2016-06-09,,https://patents.google.com/patent/US20160161602A1/en
US9682707B1,Detecting and responding to parking behaviors in autonomous vehicles ,Waymo Llc,"David Harrison Silver, David Ian Franklin Ferguson",2015-08-27,2015-08-27,2017-06-20,2017-06-20,https://patents.google.com/patent/US9682707B1/en
US9682609B1,Autonomous vehicle dynamic climate control ,"Ford Global Technologies, Llc",Aed M. Dudar,2016-06-07,2016-06-07,2017-06-20,2017-06-20,https://patents.google.com/patent/US9682609B1/en
US20160033965A1,Device and method for the autonomous control of motor vehicles ,Fts Computertechnik Gmbh,Hermann Kopetz,2013-03-14,2014-03-13,2016-02-04,,https://patents.google.com/patent/US20160033965A1/en
US9720412B1,Modifying the behavior of an autonomous vehicle using context based parameter switching ,Waymo Llc,"Jiajun Zhu, Christopher Urmson, David I. Ferguson, Nathaniel Fairfield, Dmitri Dolgov",2012-09-27,2015-09-25,2017-08-01,2017-08-01,https://patents.google.com/patent/US9720412B1/en
US9663025B2,Lighting control system and method for autonomous vehicles ,"Clearpath Robotics, Inc.","Simon DREXLER, Matthew Allen Rendall, Ryan Christopher GARIEPY, Mike Hanuschik, Paul Mohr",2015-09-18,2016-09-08,2017-05-30,2017-05-30,https://patents.google.com/patent/US9663025B2/en
USD778472S1,Autonomous vehicle taillamp ,Google Inc.,"YooJung Ahn, Philipp Haban",2014-05-23,2015-11-24,2017-02-07,2017-02-07,https://patents.google.com/patent/USD778472S1/en
US9778653B1,"Systems, devices and methods delivering energy using an uncrewed autonomous vehicle ","Amazon Technologies, Inc.","Jon Arron McClintock, Daniel Buchmueller, Varadarajan Gopalakrishnan, Fabian Hensel, Jesper Mikael Johansson, Brandon William Porter, Andrew Jay Roths",2014-06-27,2014-06-27,2017-10-03,2017-10-03,https://patents.google.com/patent/US9778653B1/en
US20170315557A1,Charging system for autonomous vehicles ,GM Global Technology Operations LLC,"Kyle Vogt, Divya Thakur",2017-07-20,2017-07-20,2017-11-02,,https://patents.google.com/patent/US20170315557A1/en
US20160144867A1,Autonomous vehicle detection of and response to traffic officer presence ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Michael J. Delp, Derek S. Caveney",2014-11-20,2014-11-20,2016-05-26,,https://patents.google.com/patent/US20160144867A1/en
US20170097645A1,Subject tracking system for autonomous vehicles ,Jeffrey Clyne Garland,Jeffrey Clyne Garland,2013-12-05,2014-12-05,2017-04-06,,https://patents.google.com/patent/US20170097645A1/en
US9475491B1,Lane changing for autonomous vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Naoki Nagasaka, Danil V. Prokhorov",2015-06-08,2015-06-08,2016-10-25,2016-10-25,https://patents.google.com/patent/US9475491B1/en
US20160210757A1,Target monitoring system with lens cleaning device ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2015-01-16,2015-01-16,2016-07-21,,https://patents.google.com/patent/US20160210757A1/en
US20170147959A1,Controlling autonomous vehicles in connection with transport services ,"Uber Technologies, Inc.","Matthew Sweeney, Emily Bartel, Jean-Sebastien Valois",2015-11-20,2016-11-21,2017-05-25,,https://patents.google.com/patent/US20170147959A1/en
US20160075369A1,Autopark Steering Wheel Snap Reduction ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Nathaniel Abram Rolfes",2014-09-17,2014-09-17,2016-03-17,,https://patents.google.com/patent/US20160075369A1/en
US9802638B1,Removable manual controls for an autonomous vehicle ,Waymo Llc,"Christopher John Stoffel, Brian Douglas Cullinane, Nathaniel Fairfield, Alex Khaykin, Brian Torcellini",2015-06-19,2016-03-31,2017-10-31,2017-10-31,https://patents.google.com/patent/US9802638B1/en
US8775013B1,System and method for acoustic signature health monitoring of unmanned autonomous vehicles (UAVS) ,The Boeing Company,Thomas O. Smailus,2013-04-19,2013-04-19,2014-07-08,2014-07-08,https://patents.google.com/patent/US8775013B1/en
US20150356665A1,Pre-purchase mechanism for autonomous vehicles ,"Shay C. Colson, David A. Divine","Shay C. Colson, David A. Divine",2014-06-08,2015-06-08,2015-12-10,,https://patents.google.com/patent/US20150356665A1/en
US20140136043A1,Automated driving assistance using altitude data ,Robert Bosch Gmbh,Pablo Luis Guarnizo Martinez,2012-11-15,2012-11-15,2014-05-15,,https://patents.google.com/patent/US20140136043A1/en
US20160167653A1,Autonomous ready vehicle ,"Polaris Industries, Inc.","Amber P. Malone, David J. Koenig, Kevin P. Blair, Patrick D. Weldon, Cole A. Sytsma",2014-12-15,2015-12-14,2016-06-16,,https://patents.google.com/patent/US20160167653A1/en
US9654738B1,Using multiple exposures to improve image processing for autonomous vehicles ,Waymo Llc,"David I. Ferguson, Abhijit S. Ogale",2013-08-07,2013-08-07,2017-05-16,2017-05-16,https://patents.google.com/patent/US9654738B1/en
US9663118B1,Autonomous vehicle operator performance tracking ,"Smartdrive Systems, Inc.","Jason Palmer, Mark Freitas, Daniel A. Deninger, David Forney, Slaven Sljivar, Alekh Vaidya, Jeffrey Griswold",2016-11-02,2016-11-02,2017-05-30,2017-05-30,https://patents.google.com/patent/US9663118B1/en
US20150307089A1,Automatic slot parking strategy ,Renault S.A.S.,"Helene Vorobieva, Nuciketa MINOIU ENACHE, Sebastien GLASER",2012-08-14,2013-07-22,2015-10-29,,https://patents.google.com/patent/US20150307089A1/en
